Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Giorgos Kyriakopoulos,Giorgos Kyriakopoulos,GRE,DFFW,Sassuolo,Serie A,26,1996,29,22,1975,21.9,0,1.37,0.46,33.3,0,0,23,0,0,0,82.7,835.5,326.2,23.4,24.8,94.3,19.5,22.1,88.4,4.66,9.36,49.8,0.23,1.46,2.6,1,0.59,3.06,58.6,50.5,8.13,0.96,0,0.96,2.83,0.87,0.14,0.68,0.05,6.3,48.4,0,1.32,2.65,1.92,0.18,0.27,0,0.23,0.05,0.46,0.32,0.05,0,0,0.09,0,1.6,1,0.87,0.5,0.23,0.82,1.64,50,0.82,2.19,0.37,1.83,1.19,2.79,2.19,0.05,69.6,4.38,25,28.5,21.4,1.6,62,49.3,278.9,153.2,7.67,1.92,0.73,0.78,0.87,46.9,2.51,0.27,0.05,0,1.32,1.83,0.14,0,0,0,7.21,0.96,1.23,43.8,Georgios Kyriakopoulos,186,5000000,Georgios Kyriakopoulos
Latasa,Latasa,ESP,FW,Real Madrid,La Liga,21,2001,1,0,9,0.1,0,10,0,0,0,0,7,0,0,0,80,370,0,20,30,66.7,10,10,100,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,50,40,20,70,20,120,110,10,10,0,10,0,60,0,0,0,0,0,0,0,0,0,0,10,10,0,100,Juanmi Latasa,192,1000000,Juanmi Latasa
Jeremías Ledesma,Jeremias Ledesma,ARG,GK,Cádiz,La Liga,29,1993,38,38,3420,38,0,0.03,0.03,100,0,0,11.2,0,0,0,52.3,699.4,522.4,1.21,1.26,95.8,4.66,4.74,98.3,9.97,24.3,41.1,0,0.05,0.92,0.05,0,0.03,30.4,18.8,11.6,3.42,0,1.39,0,0,0,0,0,0,15.9,0.18,0.13,0.13,0.08,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,33.8,29.7,33.6,0.24,0.05,0.03,22.4,14.1,89.4,56.7,0.03,0.03,0,0.03,0,10.9,0,0.11,0,0,0.05,0.24,0,0,0.05,0,5.26,0.03,0,100,Conan Ledesma,186,6000000,Conan Ledesma
Wu Lei,Wu Lei,CHN,FWMF,Espanyol,La Liga,30,1991,23,4,474,5.3,0.19,1.32,0.94,71.4,0.14,0.2,14.6,0,0,0,71.3,203.2,44.2,7.74,9.62,80.4,4.34,5.66,76.7,0.75,2.08,36.4,0,0.94,0.38,0.19,0,1.13,19.1,18.3,0.75,0,0.19,0.57,0.75,0,0,0,0,0.19,13.6,0.19,0.57,2.08,1.89,0,0,0.19,0,0,0,0,0,0,0,0,0,0.75,0.75,0.38,0.38,0,0.19,0.94,20,0.75,1.13,0,1.13,0.94,1.7,0.57,0,28.7,0.57,3.96,15.8,10.9,3.96,27.9,16.2,76,41.3,2.45,0.57,0.38,2.26,0.57,17.4,5.09,0,0,0,1.32,1.13,0.94,0,0,0,6.42,2.26,3.21,41.4,Lei Wu,174,2500000,Lei Wu
Ruben Lendinez,Ruben Lendinez,ESP,DF,Valencia,La Liga,19,2003,4,1,137,1.5,0,0.67,0,0,0,0,11,0,0,0,80.4,593.3,207.3,8,9.33,85.7,14,15.3,91.3,5.33,9.33,57.1,0,0,4.67,0,0,4,34,31.3,2.67,0.67,0,1.33,0,0,0,0,0,2,27.3,0,0,1.33,0.67,0,0,0.67,0,0,0.67,0.67,0,0,0,0,0,4,3.33,3.33,0.67,0,1.33,4,33.3,2.67,0.67,0,0.67,6.67,10.7,4.67,0,47.3,4,18,25.3,4.67,2,45.3,22.7,135.3,69.3,3.33,0.67,0,0,0,24.7,0,1.33,0,0,2,0,0,0,0,0,4,1.33,0,100,Rubén Iranzo,182,50000,Ruben Iranzo
Banzouzi Locko,Banzouzi Locko,FRA,DFMF,Reims,Ligue 1,20,2002,24,11,1011,11.2,0.09,0.63,0.18,28.6,0.14,0.5,24.9,0,0,0,78.2,544.6,221.8,16.9,19.7,85.5,11.5,14.6,78.7,3.21,5.18,62.1,0.09,0.63,1.96,0.98,0.18,3.93,41.3,34.9,6.43,0.18,0,0.98,0.98,0,0,0,0,6.25,32.3,0.18,1.25,1.52,1.16,0.09,0.09,0,0,0.18,0.54,0.45,0.09,0,0,0,0,2.41,1.61,0.89,0.98,0.54,0.89,1.88,47.6,0.98,3.04,0.71,2.32,1.43,3.84,0.71,0,52.9,2.59,17.7,25.9,13.5,0.89,46.6,32.9,213.9,136.2,5.45,1.34,0.18,1.07,2.05,29.8,2.59,0.36,0,0,1.52,1.07,0.18,0,0,0,8.3,1.34,1.43,48.4,Bradley Locko,180,2250000,Bradley Locko
Johaneko Louisjean,Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,83.3,940,210,30,40,75,10,10,100,10,10,100,0,0,10,0,0,10,60,60,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,50,10,10,80,50,230,70,10,0,0,10,10,70,10,0,0,0,0,0,0,0,0,0,10,0,10,0,Johaneko Louis-Jean,175,300000,"Johaneko Louis-Jean
"
Anthony Lozano,Anthony Lozano,HON,FWMF,Cádiz,La Liga,29,1993,31,21,1672,18.6,0.38,2.63,1.08,40.8,0.14,0.35,14.3,0,0,0,61.4,146.6,32.6,6.24,8.92,69.9,2.42,4.03,60,0.86,1.72,50,0.11,0.54,0.59,0.32,0.16,1.02,16.3,15.4,0.91,0,0.11,0.43,1.24,0,0,0,0,0.11,10,0,1.18,1.94,1.08,0,0.16,0.32,0.32,0.05,0.48,0.16,0,0.05,0.11,0.11,0.05,0.59,0.48,0.11,0.22,0.27,0.11,0.7,15.4,0.59,0.97,0.22,0.75,0.43,1.02,0.38,0,30.4,0.75,2.63,16,14.5,4.62,29.5,20.6,121.8,78.1,3.82,1.51,0.97,3.55,2.26,21.8,5.32,0.43,0,0,2.63,2.26,0.48,0.22,0,0,4.14,2.74,4.19,39.5,Choco Lozano,183,3500000,Choco Lozano
José Luis Gayà,Jose Luis Gaya,ESP,DF,Valencia,La Liga,27,1995,24,22,1871,20.8,0.1,0.87,0.43,50,0.11,0.22,20.3,0.05,0,0,72.5,620.5,251.7,13.2,15.1,87.3,12.5,16.4,76.5,5.05,10.1,50,0.19,1.11,1.73,1.39,0.82,2.98,42.5,32.1,10.5,1.49,0,2.07,2.98,0.1,0.05,0,0.05,8.89,30.9,0.05,1.63,1.88,1.59,0.14,0,0,0.05,0.1,0.38,0.34,0,0,0,0.05,0,1.54,0.58,1.01,0.43,0.1,0.77,1.78,43.2,1.01,1.39,0.14,1.25,1.88,3.41,2.07,0,51.9,2.64,16,23.7,16,1.25,41.7,27.9,138.2,74.9,3.75,1.73,0.19,0.43,0.63,27.1,2.21,0.38,0.1,0.05,1.68,1.11,0.19,0.05,0.05,0,6.63,0.72,1.3,35.7,José Gayà,172,37500000,Jose Gaya
Florentino Luís,Florentino Luis,POR,MF,Getafe,La Liga,22,1999,22,9,992,11,0,0.27,0.09,33.3,0,0,25,0,0,0,80.4,574.8,142.5,13.9,16.9,82.3,12.8,14.8,86.5,4,5.36,74.6,0.09,0.82,3,0.27,0,2.73,39.8,39.4,0.45,0.45,0.09,1.18,0.27,0,0,0,0,0,32,0.09,0.91,1.45,1.27,0,0,0,0,0.18,0.09,0.09,0,0,0,0,0,3.82,2.45,1.91,1.55,0.36,1.45,3.27,44.4,1.82,1.91,0.09,1.82,2.82,6.64,1.55,0.09,50.9,2.18,12.8,32.5,7.45,0.55,50.5,28.6,101.2,38,1.73,0.18,0.09,0.73,1.18,28.1,1,0.18,0,0,2.55,0.36,0,0,0,0,11.3,2.36,2,54.2,Florentino,184,6500000,Florentino
Luismi,Luismi,ESP,FW,Sevilla,La Liga,21,2001,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,66.7,870,560,40,50,80,20,30,66.7,0,0,0,0,0,0,10,0,10,90,80,10,0,0,0,0,0,0,0,0,10,60,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,40,20,40,0,80,90,400,150,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Luismi Cruz,166,400000,Luismi Cruz
Andrey Lunyov,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,87.8,1019,597,10,10,100,26,26,100,7,13,53.8,0,0,0,0,0,0,49,43,6,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,50,0,0,0,44,36,161,96,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Andrey Lunev,190,2500000,Andrey Lunev
Charalambos Lykogiannis,Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,28,1993,28,21,1817,20.2,0.05,1.04,0.35,33.3,0.05,0.14,21.8,0.25,0,0,62.5,467,227.1,7.82,9.85,79.4,12,16.5,72.8,3.32,9.31,35.6,0,0.54,1.83,0.5,0.35,1.98,37.5,27.6,9.95,1.09,0,1.29,2.77,0.84,0.3,0.45,0.05,7.97,23.5,0.1,2.23,0.94,0.5,0.4,0,0.05,0,0,0,0,0,0,0,0,0,1.29,0.74,0.84,0.3,0.15,0.54,1.14,47.8,0.59,1.98,0.45,1.53,2.72,4.01,2.67,0,49.5,4.5,18,20.5,13.6,0.84,39.4,24.4,110.7,62,2.43,0.99,0.05,1.49,0.79,24.6,1.39,0.1,0,0,1.39,0.64,0,0,0.05,0,5.59,2.38,1.63,59.3,Charalampos Lykogiannis,191,2200000,Charalampos Lykogiannis
Abdul Majeed Waris,Abdul Majeed Waris,GHA,MFFW,Strasbourg,Ligue 1,30,1991,15,2,327,3.6,0.56,1.94,0.83,42.9,0.29,0.67,16.7,0,0,0,74.8,370.8,78.9,18.1,20.8,86.7,6.39,8.89,71.9,1.39,2.78,50,0,1.11,1.11,1.11,0.28,2.22,36.4,35.3,1.11,0,0.28,0.56,1.11,0,0,0,0,1.11,27.2,0.28,1.67,2.22,1.94,0,0.28,0,0,0,0.28,0.28,0,0,0,0,0,1.11,0.83,0.56,0.56,0,1.11,1.94,57.1,0.83,0.56,0,0.56,0.56,1.67,0.28,0,51.1,0.28,4.44,25,26.4,4.17,50,41.7,209.4,121.1,6.94,3.33,1.11,1.39,1.94,40.3,8.89,0.28,0,0,1.11,3.89,0.28,0,0,0,6.39,0.83,1.94,30,Majeed Waris,172,1200000,Majeed Waris
Hianga Mananga Mbock,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,14,9,799,8.9,0,1.01,0,0,0,0,23.5,0.34,0,0,87.9,540.2,105.1,9.55,10.6,90.4,16.1,17.9,89.9,2.36,3.03,77.8,0,0.11,3.48,0.34,0,2.7,32.5,31.1,1.35,1.12,0,0.79,0,0,0,0,0,0.11,28.5,0,0.22,0.9,0.67,0,0.11,0,0,0.11,0.11,0.11,0,0,0,0,0,2.58,1.57,1.01,1.24,0.34,1.01,2.47,40.9,1.46,1.12,0.22,0.9,0.56,3.15,0.79,0,41.2,1.12,8.88,25.1,9.21,0.9,39.8,26.6,152.5,78.2,3.26,0.56,0.11,0.34,1.24,25.6,1.69,0.34,0,0,2.47,1.01,0,0,0.11,0,7.87,1.46,1.01,59.1,Hianga'a Mbock,186,1500000,Hianga'a Mbock
Kostas Manolas,Kostas Manolas,GRE,DF,Napoli,Serie A,30,1991,4,3,313,3.5,0,0,0,0,0,0,0,0,0,0,94.4,1274.9,344.3,21.7,22.3,97.4,30.9,32.9,93.9,9.43,10.3,91.7,0,0,4,0,0,0.57,66,64,2,1.43,0,2.86,0,0,0,0,0,0,62.3,0.29,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.29,0.29,0,0.57,0.86,66.7,0.29,0.57,0,0.57,2.29,2.86,2.57,0,71.4,10.6,28.9,46.3,0.86,0.29,69.4,47.1,302.6,164.6,4.29,0.29,0,0,0,56,0,0.29,0,0,1.43,0,0,0,0,0,6.29,1.43,1.14,55.6,Konstantinos Manolas,185,4500000,Konstantinos Manolas
Maranhão,Maranhao,BRA,FWMF,Valencia,La Liga,25,1996,29,8,973,10.8,0.09,2.87,0.74,25.8,0.03,0.13,14.8,0.09,0,0,62.7,179.1,40.9,6.76,9.07,74.5,3.15,4.63,68,1.2,2.59,46.4,0.28,1.02,0.93,0.56,0,1.3,17.9,17,0.83,0,0,0.65,0.37,0.19,0.09,0.09,0,0.19,11.2,0.28,1.02,2.5,1.48,0,0.19,0.19,0.46,0.19,0.28,0.19,0,0,0.09,0,0,1.39,0.65,0.28,0.65,0.46,0.56,0.83,66.7,0.28,2.04,0,2.04,0.93,2.31,0.93,0,33.2,0.93,3.8,13.8,18.1,4.17,32.4,20.4,101.9,64.3,2.87,1.02,0.65,2.31,1.85,21.4,6.57,0.28,0,0,2.13,2.41,0.37,0.09,0,0,5,3.7,5.09,42.1,Marcos André,185,5000000,Marcos Andre
Fernando Marçal,Fernando Marcal,BRA,DF,Wolves,Premier League,33,1989,18,17,1449,16.1,0,0.68,0.06,9.1,0,0,22.3,0,0,0,77.8,731,249.2,19.4,21.8,89.2,18.8,22.9,82.3,3.29,7.08,46.5,0,0.62,1.74,0.5,0.31,3.11,54,45.3,8.7,0.37,0.06,1.18,3.42,0.19,0.06,0.06,0,8.14,42,0.43,1.86,1.06,0.93,0,0,0.06,0.06,0,0.06,0,0,0,0.06,0,0,2.61,1.61,1.8,0.62,0.19,1.06,2.05,51.5,0.99,2.61,0.31,2.3,1.93,4.53,3.35,0,67.3,4.6,22.7,27.5,21.5,1.55,58.9,37.6,180.2,110.8,6.15,1.93,0.19,0.99,0.68,38.7,2.98,0.19,0,0,2.05,0.75,0.06,0,0.06,0,8.51,1.8,1.06,63,Marçal,178,1500000,Marcal
Martín,Martin,ESP,MF,Cádiz,La Liga,23,1999,6,1,115,1.3,0,1.54,0,0,0,0,27.9,0.77,0,0,75.5,654.6,228.5,10,11.5,86.7,9.23,12.3,75,7.69,11.5,66.7,0,0.77,6.92,0,0,4.62,37.7,36.2,1.54,0.77,0,3.85,1.54,0.77,0.77,0,0,0,28.5,0,0.77,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.77,0,0.77,0,0,0,0,0,0.77,0,0.77,2.31,3.08,2.31,0,46.9,3.08,11.5,26.2,10,0,44.6,20,97.7,49.2,3.08,0,0,0,0.77,19.2,0,0.77,0,0,3.08,0.77,0,0,0,0,18.5,4.62,2.31,66.7,Álex Martín,183,600000,Alex Martin
Martinelli,Martinelli,BRA,FWMF,Arsenal,Premier League,20,2001,29,21,1860,20.7,0.29,2.42,0.72,30,0.1,0.33,14.4,0,0.05,0.05,74,358.9,68.4,11,13.1,83.8,8.41,10.5,79.8,1.88,4.01,47,0.29,1.64,0.53,0.77,0.24,1.5,29.6,27.3,2.22,0.14,0,1.01,2.32,1.45,1.4,0,0,0.48,21.9,0.1,1.3,3.38,2.27,0.19,0.39,0.34,0.1,0.1,0.53,0.29,0.1,0.05,0.1,0,0,1.45,0.92,0.48,0.68,0.29,0.29,1.01,28.6,0.72,1.98,0.29,1.69,1.01,2.46,0.72,0,44,1.26,5.02,14.1,28.3,6.67,41.8,31.4,218,124.2,7,1.74,1.84,2.61,1.93,29.9,6.71,0.14,0.05,0.05,1.26,1.21,0.48,0,0,0,5.6,1.45,2.61,35.7,Gabriel Martinelli,178,40000000,Gabriel Martinelli
Amadou Mbengue,Amadou Mbengue,SEN,DFMF,Metz,Ligue 1,20,2002,12,5,610,6.8,0,0.44,0,0,0,0,26.5,0,0,0,84.5,776.6,275.3,11.6,12.5,92.9,19.1,20.9,91.5,5.15,8.53,60.3,0,0.29,2.79,0.15,0.15,1.76,42.6,41.2,1.47,0.59,0,1.76,0.15,0,0,0,0,0.88,36,0.15,0.59,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,3.53,2.21,1.76,1.76,0,0.88,2.79,31.6,1.91,2.21,0.44,1.76,1.47,5,2.35,0,52.9,4.26,25.4,27.6,2.35,0.44,51.5,35.1,149.9,89.3,1.76,0.29,0,0.59,0.74,33.4,0.15,0.59,0,0,1.76,0.29,0,0,0,0,6.62,0.88,1.47,37.5,Amadou Salif Mbengue,180,800000,Amadou Salif Mbengue
James Mcatee,James Mcatee,ENG,MFFW,Manchester City,Premier League,19,2002,2,0,20,0.2,0,5,0,0,0,0,13,0,0,0,69.2,725,25,20,30,66.7,25,30,83.3,0,5,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,5,5,0,0,85,0,5,50,30,15,85,60,190,145,10,0,5,0,10,65,15,0,0,0,10,0,0,0,0,0,15,5,0,100,James McAtee,180,4000000,James McAtee
Hannibal Mejbri,Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,19,2003,2,1,68,0.8,0,1.25,1.25,100,0,0,22,0,0,0,81,282.5,15,11.3,15,75,8.75,8.75,100,0,1.25,0,0,0,1.25,0,0,0,26.3,26.3,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,40,0,5,17.5,18.8,2.5,40,32.5,135,46.3,2.5,1.25,0,3.75,5,31.3,7.5,2.5,0,0,5,0,1.25,0,0,0,6.25,0,1.25,0,Hannibal,183,6000000,Hannibal
Yýldýrým Mert Çetin,Yyldyrym Mert Cetin,TUR,DF,Hellas Verona,Serie A,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,75.8,996,550,18,22,81.8,28,34,82.4,4,6,66.7,0,0,6,0,0,6,66,44,22,0,0,0,0,0,0,0,0,22,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,4,0,2,4,0,88,8,22,38,32,0,66,38,186,78,4,2,0,2,2,44,2,0,0,0,0,2,0,0,0,0,10,4,4,50,Mert Çetin,189,1700000,Mert Cetin
Aleksei Miranchuk,Aleksei Miranchuk,RUS,MFFW,Atalanta,Serie A,26,1995,19,7,772,8.6,0.23,1.63,0.47,28.6,0.14,0.5,17,0,0,0,82.8,589.1,150,19.8,22.6,87.6,12.7,14.8,85.8,2.79,4.65,60,0.58,2.56,2.56,2.33,0.12,4.88,44.7,42.8,1.86,0.47,0.23,1.4,0.93,1.05,0.58,0.35,0,0.35,37,0.23,1.4,4.42,3.49,0.35,0.23,0.12,0.23,0,0.93,0.81,0,0.12,0,0,0,1.16,0.58,0.35,0.58,0.23,0.35,0.58,60,0.23,0.81,0,0.81,0.47,1.63,0.7,0,60.2,0.93,5.93,25.7,32.7,5,58.5,47.4,253,124.5,7.44,1.74,1.16,3.26,2.67,47.2,8.84,0,0,0,1.98,2.56,0.35,0,0,0,6.74,1.16,2.21,34.5,Aleksey Miranchuk,182,10000000,Aleksey Miranchuk
Dion Moise Sahi,Dion Moise Sahi,CIV,FWMF,Strasbourg,Ligue 1,20,2001,8,0,128,1.4,0,3.57,1.43,40,0,0,11.8,0,0,0,92.9,416.4,105,15.7,17.1,91.7,10.7,10.7,100,0.71,0.71,100,0,0.71,2.14,1.43,0.71,3.57,30,30,0,0,0,0.71,1.43,0,0,0,0,0,27.9,0,0,1.43,0.71,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.71,0,0,0.71,0,48.6,0,2.86,22.1,25,7.86,48.6,35,183.6,91.4,5,0,0.71,5,0.71,36.4,8.57,0,0,0,0.71,2.86,0,0,0,0,8.57,0.71,2.14,25,Moïse Sahi Dion,175,800000,Moise Sahi Dion
Obite N'Dicka,Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,22,1999,32,32,2857,31.7,0.13,0.85,0.16,18.5,0.15,0.8,7.6,0,0,0,85.2,967.8,299.3,17.9,19.6,91.5,25.4,28.2,89.9,5.96,9.5,62.8,0.13,0.35,1.99,0.32,0.06,2.65,58.3,56.6,1.77,1.07,0,0.82,0.32,0,0,0,0,0.69,49.7,0.13,0.57,0.79,0.6,0.06,0,0.06,0,0.06,0.19,0.13,0,0,0.06,0,0,2.05,1.36,1.01,0.95,0.09,1.07,1.77,60.7,0.69,2.33,0.69,1.64,2.02,4.07,5.05,0.06,71.3,8.3,37.3,33.8,4.54,1.2,69.6,43.6,227.1,95.3,2.37,0.76,0.09,0.41,0.41,45.7,0.22,0.09,0,0,1.55,0.47,0.13,0,0.03,0.03,10.6,4.45,2.59,63.2,Evan Ndicka,192,32000000,Evan Ndicka
Vital N'Simba,Vital N'Simba,COD,DF,Clermont Foot,Ligue 1,28,1993,34,31,2789,31,0.03,0.61,0.13,21.1,0.05,0.25,25.6,0,0,0,77.5,795.2,391.1,22.6,26,87.2,18.9,23.5,80.5,4,8.16,49,0.1,1.06,2.84,1.52,0.71,5.42,59.3,48.7,10.6,1,0.06,1.61,2.74,0.1,0,0.1,0,9.48,46,0.16,1.74,1.9,1.58,0.19,0.06,0,0.06,0,0.16,0.13,0,0,0,0.03,0,2.81,2.06,1.61,0.97,0.23,1.16,1.87,62.1,0.71,1.39,0.23,1.16,1.97,4.77,0.81,0.03,69.6,2.55,22.4,33.8,18.4,0.87,59.5,45.9,244.8,143,4.77,1.58,0.06,0.9,1.61,43.3,2.03,0.13,0,0,0.87,1.65,0,0,0,0,8.29,0.55,0.87,38.6,Vital Nsimba,169,2500000,Vital Nsimba
Nacho,Nacho,ESP,DF,Real Madrid,La Liga,32,1990,28,17,1555,17.3,0.17,0.58,0.17,30,0.3,1,12.8,0,0,0,92.9,1040.2,313,21,22,95.3,25.8,27.5,93.9,6.99,8.03,87.1,0,0.46,2.72,0.23,0.12,2.31,59.2,55.4,3.82,1.16,0,0.64,0.35,0,0,0,0,2.25,55,0.12,0.52,1.04,0.98,0,0,0.06,0,0,0.12,0.12,0,0,0,0,0,1.1,0.64,0.64,0.35,0.12,0.46,1.27,36.4,0.81,1.33,0.92,0.4,2.14,3.24,3.64,0,68.7,9.65,32.1,32.9,6.71,0.81,65,44.5,182.2,93.1,1.91,0.98,0,0.29,0.17,48,0.52,0.4,0,0,0.98,0.87,0,0,0,0,7.51,1.97,1.45,57.6,Nacho Fernández,180,7000000,Nacho Fernandez
Roberto Navarro,Roberto Navarro,ESP,MFFW,Real Sociedad,La Liga,20,2002,6,3,199,2.2,0,3.18,1.36,42.9,0,0,14.8,0,0,0,81.7,546.4,125.9,17.3,20,86.4,13.2,15.5,85.3,2.27,2.73,83.3,0,0.45,3.18,1.36,0,3.64,42.3,40.9,1.36,0.91,0.45,0.45,0.91,0,0,0,0,0.45,34.5,0.91,1.82,3.18,1.36,0,0.45,0.91,0.45,0,0,0,0,0,0,0,0,3.18,1.82,1.36,0.45,1.36,0.91,1.82,50,0.91,0.91,0,0.91,0.45,3.64,1.36,0,57.7,1.36,5.45,32.3,23.6,5.91,56.8,37.7,195.9,120,6.36,1.82,0.45,3.18,3.18,43.2,7.73,0,0,0,1.36,0.91,0.45,0,0,0,6.36,1.82,4.09,30.8,Robert Navarro,178,3000000,Robert Navarro
Loum Ndiaye,Loum Ndiaye,SEN,MF,Alavés,La Liga,25,1996,32,26,2312,25.7,0.08,1.32,0.31,23.5,0.06,0.25,22,0,0,0,74.3,485.6,118.5,8.37,10.5,79.6,11.7,14.4,81.4,3.58,6.19,57.9,0,0.16,2.49,0.16,0.04,2.26,32.1,31.8,0.35,0.35,0,1.44,0.12,0,0,0,0,0,23.9,0.04,0.82,0.58,0.47,0,0,0.12,0,0,0,0,0,0,0,0,0,2.1,1.25,1.05,1.01,0.04,0.86,2.3,37.3,1.44,1.63,0.43,1.21,1.6,3.7,3.27,0.04,45.8,3.85,12.9,29.4,5.33,1.25,45.5,25.3,114,51,2.18,0.35,0.04,1.28,0.93,23.1,0.78,0.39,0,0,2.45,0.97,0.04,0,0,0,11.8,4.01,1.67,70.5,Mamadou Loum,188,4000000,Mamadou Loum
Dimitris Nikolaou,Dimitris Nikolaou,GRE,DF,Spezia,Serie A,23,1998,36,36,3240,36,0,0.08,0,0,0,0,23.4,0,0,0,81.5,818,288.9,10.8,11.9,90.2,18.4,20.5,89.7,7.47,12.3,61,0,0.08,2.67,0.06,0.03,2.17,46.2,43.3,2.92,1.92,0.03,1.36,0.14,0,0,0,0,0.39,37.6,0.22,0.64,0.42,0.33,0.03,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0,1.47,0.86,1.11,0.36,0,0.58,0.94,61.8,0.36,2,0.75,1.25,2.03,3.5,3.89,0.03,55.6,9.25,32.2,25.3,1.75,0.22,52.8,34.7,218,106.8,2.5,0.5,0.06,0.44,0.36,33.5,0.11,0.19,0,0,0.94,0.64,0,0,0.03,0.03,8.72,1.47,1.61,47.7,Dimitrios Nikolaou,188,4000000,Dimitrios Nikolaou
Fernando Niño,Fernando Nino,ESP,FW,Mallorca,La Liga,21,2000,23,9,884,9.8,0.2,2.35,1.33,56.5,0.09,0.15,12.2,0,0,0,69.9,204.6,29.9,9.49,12.6,75.6,3.47,5.61,61.8,1.02,1.43,71.4,0,0.92,0.92,0.2,0,0.61,21.3,19.7,1.63,0,0,0.2,0.1,0,0,0,0,0,14.9,0.2,0.61,2.24,1.53,0,0.2,0,0.41,0.1,0,0,0,0,0,0,0,1.12,0.51,0.61,0.1,0.41,0.31,1.12,27.3,0.82,1.63,0.41,1.22,0.41,1.53,1.22,0,34.7,1.73,4.29,17.1,14.8,4.69,33.1,16.6,89.4,52,2.55,0.82,0.61,2.45,1.94,24,6.33,0.2,0,0,2.35,2.35,0.31,0.1,0,0,4.08,5.51,5.82,48.6,Fer Niño,191,3000000,Fer Nino
